Recruiting_Year,Season_Years,Season,Recruiting_Rank,Team,Full_Program_Name,Top_100_Commits,Conference,Highest_Ranked_Commit_Name,Commit_Rank,Commit_Position_Short,Commit_Position,Key_Player_Features,team_canonical,program_name_canonical,feature_text_clean,season,recruiting_year,height_ft,height_inches,is_point_guard,is_guard,is_wing,is_forward,is_center,is_big,is_wing_or_forward,strength_shooting_3pt,strength_slashing_rim_pressure,strength_playmaking_passing,strength_rebounding,strength_defense,strength_versatility,strength_athleticism,strength_post_skill,strength_international_honors,primary_strength,secondary_strength,player_archetype,n_strength_flags,commit_rank_bucket
2023,2023-2024,2024.0,7,Stanford,Stanford Cardinal,3,Pac-12,Courtney Ogden,10,W,Wing,Versatile 5-11 guard capable of playing multiple positions and providing floor spacing.,Stanford,Stanford Cardinal,Versatile 5-11 guard capable of playing multiple positions and providing floor spacing.,2024,2023,5.917,71.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,versatility,,Guard,1,6-10
2023,2023-2024,2024.0,8,NC State,NC State Wolfpack,4,ACC,Zoe Brooks,9,G,Guard,5-10 scoring machine and incredible finisher who is a creative shot-maker in great physical shape.,NC State,NC State Wolfpack,5-10 scoring machine and incredible finisher who is a creative shot-maker in great physical shape.,2024,2023,5.833,70.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,athleticism,,Guard,1,6-10
2023,2023-2024,2024.0,9,North Carolina,North Carolina Tar Heels,3,ACC,Ciera Toomey,4,P,Post,"Smooth 6-3 forward with a sweet shooting stroke, exceptional footwork in the post, and incredible passing.",North Carolina,North Carolina Tar Heels,"Smooth 6-3 forward with a sweet shooting stroke, exceptional footwork in the post, and incredible passing.",2024,2023,6.25,75.0,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,False,shooting_3pt,playmaking_passing,Shooting Wing,3,Top 5
2023,2023-2024,2024.0,10,USC,USC Trojans,2,Pac-12,Judea Watkins,1,G,Guard,Big guard who scores from all three levels and displays professional habits in development and approach.,USC,USC Trojans,Big guard who scores from all three levels and displays professional habits in development and approach.,2024,2023,,,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,slashing_rim_pressure,post_skill,Scoring Guard,2,Top 5
2023,2023-2024,2024.0,11,Maryland,Maryland Terrapins,3,Big Ten,Riley Nelson,18,W,Wing,"6-foot wing who is long, fundamentally skilled, and a quality finisher and shooter.",Maryland,Maryland Terrapins,"6-foot wing who is long, fundamentally skilled, and a quality finisher and shooter.",2024,2023,6.0,72.0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,shooting_3pt,athleticism,Shooting Wing,2,11-20
2023,2023-2024,2024.0,12,Texas,Texas Longhorns,2,Big 12,Madison Booker,12,W,Wing,Facilitating forward who can create off the bounce and stretch the floor with 3-point shooting.,Texas,Texas Longhorns,Facilitating forward who can create off the bounce and stretch the floor with 3-point shooting.,2024,2023,,,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,shooting_3pt,playmaking_passing,Shooting Wing,3,11-20
2023,2023-2024,2024.0,13,Iowa State,Iowa State Cyclones,3,Big 12,Addyson Brown,31,W,Wing,Utility forward excelling in physical play and rebounding; fantastic passer who improved from 3-point range.,Iowa State,Iowa State Cyclones,Utility forward excelling in physical play and rebounding; fantastic passer who improved from 3-point range.,2024,2023,,,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,shooting_3pt,rebounding,Shooting Wing,3,21-35
2023,2023-2024,2024.0,14,Alabama,Alabama Crimson Tide,3,SEC,Essence Cody,22,P,Post,Physical and skilled forward who excels at finishing around the rim and hitting trail 3-pointers.,Alabama,Alabama Crimson Tide,Physical and skilled forward who excels at finishing around the rim and hitting trail 3-pointers.,2024,2023,,,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,shooting_3pt,slashing_rim_pressure,Shooting Wing,3,21-35
2023,2023-2024,2024.0,15,Virginia,Virginia Cavaliers,2,ACC,Kymora Johnson,24,G,Guard,"Lead guard with long-range shooting, steady presence, and leadership intangibles.",Virginia,Virginia Cavaliers,"Lead guard with long-range shooting, steady presence, and leadership intangibles.",2024,2023,,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,shooting_3pt,athleticism,Guard,2,21-35
2023,2023-2024,2024.0,16,Washington,Washington Huskies,3,Pac-12,Sayvia Sellers,28,PG,Point Guard,Dynamic point guard with variety of finishing skills in the paint and a dangerous 3-point shot.,Washington,Washington Huskies,Dynamic point guard with variety of finishing skills in the paint and a dangerous 3-point shot.,2024,2023,,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,shooting_3pt,,Guard,1,21-35
2023,2023-2024,2024.0,17,Arkansas,Arkansas Razorbacks,2,SEC,Taliah Scott,11,G,Guard,Creative scorer who can produce in bunches using her off-the-bounce skills and high-volume 3-point shooting.,Arkansas,Arkansas Razorbacks,Creative scorer who can produce in bunches using her off-the-bounce skills and high-volume 3-point shooting.,2024,2023,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,shooting_3pt,,Guard,1,11-20
2023,2023-2024,2024.0,18,Oregon,Oregon Ducks,2,Pac-12,Sofia Bell,26,G,Guard,Efficient and lengthy wing who specializes in shooting from deep.,Oregon,Oregon Ducks,Efficient and lengthy wing who specializes in shooting from deep.,2024,2023,,,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,shooting_3pt,athleticism,Shooting Wing,2,21-35
2023,2023-2024,2024.0,19,Virginia Tech,Virginia Tech Hokies,3,ACC,Carys Baker,58,F,Forward,"Lefty forward with a versatile game, strong on the glass, and a knockdown 3-point shooter.",Virginia Tech,Virginia Tech Hokies,"Lefty forward with a versatile game, strong on the glass, and a knockdown 3-point shooter.",2024,2023,,,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,shooting_3pt,rebounding,Shooting Wing,3,36-60
2023,2023-2024,2024.0,20,Texas A&M,Texas A&M Aggies,1,SEC,Kylie Marshall,35,G,Guard,Smooth scoring guard who can put the ball in the hole in bunches.,Texas A&M,Texas A&M Aggies,Smooth scoring guard who can put the ball in the hole in bunches.,2024,2023,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,Guard,0,21-35
